ca.uz,217.107.34.50,False
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
construction.uz,83.125.22.186,False
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
consumer.uz,91.212.89.100,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
cooper.uz,91.212.89.99,True
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
corning.uz,199.197.130.43,False
cpm.uz,81.95.237.17,True
cph.uz,178.63.214.234,False
cps.uz,83.221.178.224,True
cp.uz,77.221.141.37,False
cps.uz,83.221.178.224,True
cr.uz,74.208.44.190,False
craft.uz,217.29.118.180,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
credit.uz,91.212.89.70,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
crocodile.uz,72.52.10.14,False
cron.uz,109.207.246.202,True
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruise.uz,92.53.96.161,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
crystal.uz,62.209.128.102,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creative.uz,209.140.29.192,False
creator.uz,46.8.35.129,True
creative.uz,209.140.29.192,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cruises.uz,188.120.224.53,False
cs\b.uz,195.158.12.76,True
csb.uz,195.158.12.76,True
cs.uz,91.188.128.21,True
ctg.uz,83.69.139.151,True
cts.uz,46.165.211.167,False
cu.uz,77.221.141.36,False
cruises.uz,188.120.224.53,False
cto.uz,93.84.113.37,False
ctrl.uz,188.127.239.142,False
cstrike.uz,62.209.128.37,True
ctm.uz,176.57.210.35,False
ctrl.uz,188.127.239.142,False
ctrl.uz,188.127.239.142,False
ctrl.uz,188.127.239.142,False
cst.uz,46.8.35.129,True
cst.uz,46.8.35.129,True
cts.uz,46.165.211.167,False
cube.uz,66.96.147.120,False
ctg.uz,83.69.139.151,True
cursor.uz,94.250.248.155,False
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
cursor.uz,94.250.248.155,False
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
customs.uz,91.212.89.99,True
cwt.uz,91.212.89.68,True
cwt.uz,91.212.89.68,True
cybernet.uz,64.150.184.252,False
cz.uz,46.38.48.138,False
ca.uz,217.107.34.50,False
c\a.uz,217.107.34.50,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
callback.uz,69.73.145.194,False
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
callback.uz,69.73.145.194,False
candles.uz,46.8.35.129,True
callback.uz,69.73.145.194,False
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
cats.uz,50.63.114.1,False
cats.uz,50.63.114.1,False
cable.uz,62.209.128.102,True
cabinet.uz,62.209.128.112,True
cada.uz,91.212.89.100,True
caesar.uz,46.8.35.129,True
cafe.uz,91.212.89.70,True
cake.uz,50.87.100.245,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calcite.uz,46.8.35.129,True
callback.uz,69.73.145.194,False
calculator.uz,72.52.4.91,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
calendar.uz,91.212.89.16,True
calls.uz,69.73.145.194,False
calls.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
callback.uz,69.73.145.194,False
camel.uz,83.69.139.168,True
came.uz,195.110.124.133,False
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candles.uz,46.8.35.129,True
candela.uz,62.209.128.37,True
canon.uz,82.112.117.66,False
car.uz,62.209.128.72,True
caravan.uz,46.249.204.102,False
caramel.uz,31.170.161.127,False
card.uz,91.219.194.29,False
carbon.uz,81.95.237.17,True
care.uz,195.39.197.202,False
cargo.uz,80.78.243.59,False
career.uz,46.8.35.130,True
carquest.uz,65.175.38.200,False
cas.uz,83.69.139.136,True
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casio.uz,213.128.133.98,False
caspian.uz,54.235.68.241,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
castle.uz,46.8.35.129,True
castillo.uz,5.9.18.110,False
cat.uz,50.63.114.1,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casting.uz,178.159.250.10,False
casual.uz,83.69.139.168,True
cater.uz,66.96.162.147,False
cats.uz,50.63.114.1,False
catholic.uz,5.9.23.25,False
cats.uz,50.63.114.1,False
cb.uz,77.221.141.38,False
cc.uz,91.212.89.48,True
ccitt.uz,91.212.89.37,True
cbs.uz,46.8.35.129,True
cci.uz,91.212.89.99,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
cert.uz,91.212.89.152,True
cert.uz,91.212.89.152,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
ced.uz,217.29.118.22,True
celebrities.uz,144.76.117.130,False
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
center.uz,91.212.89.68,True
central.uz,46.8.35.129,True
cert.uz,91.212.89.152,True
centurion.uz,91.203.194.104,False
cer.uz,217.29.120.9,True
cert.uz,91.212.89.152,True
ceramic.uz,91.212.89.68,True
ch.uz,54.160.145.244,False
chefs.uz,83.221.178.223,True
chefs.uz,83.221.178.223,True
chefs.uz,83.221.178.223,True
chefs.uz,83.221.178.223,True
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chm.uz,46.8.35.129,True
chadbourne.uz,167.68.29.171,False
chair.uz,62.209.133.18,True
champion.uz,46.8.35.129,True
chamber.uz,91.212.89.100,True
chand.uz,62.152.86.139,False
chanel.uz,185.26.230.129,False
charlie.uz,195.158.13.162,True
charlotterusse.uz,165.160.13.20,False
chat.uz,91.188.129.1,True
chefs.uz,83.221.178.223,True
chefs.uz,83.221.178.223,True
chelsea.uz,46.249.204.102,False
chefs.uz,83.221.178.223,True
chefs.uz,83.221.178.223,True
chelsea.uz,46.249.204.102,False
chek.uz,46.38.50.48,False
chelsea.uz,46.249.204.102,False
chemie.uz,5.9.18.110,False
cherry.uz,217.29.117.229,True
chevron.uz,203.27.227.220,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chi.uz,193.161.86.14,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chicco.uz,83.69.129.17,True
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chickens.uz,91.106.207.54,False
chilon.uz,195.158.0.162,True
chinatown.uz,80.80.208.8,True
chinese.uz,62.209.133.18,True
chip.uz,62.152.86.130,False
chivas.uz,178.63.4.166,False
chm.uz,46.8.35.129,True
chocolate.uz,217.29.118.22,True
choco.uz,217.29.118.22,True
chop.uz,178.218.211.186,False
christina.uz,46.8.35.129,True
chrome.uz,83.69.139.151,True
chus.uz,62.209.128.112,True
church.uz,5.9.23.25,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cim.uz,74.208.221.152,False
cinema.uz,74.208.110.105,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cisco.uz,72.163.4.154,False
cirrus.uz,12.22.155.124,False
circus.uz,91.212.89.100,True
cirrus.uz,12.22.155.124,False
cirrus.uz,12.22.155.124,False
cit.uz,80.80.208.8,True
cirrus.uz,12.22.155.124,False
citizen.uz,62.209.128.113,True
city.uz,91.212.89.173,True
citrus.uz,62.209.128.112,True
ck.uz,149.13.0.50,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
cleaning.uz,91.212.89.68,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
cleaning.uz,91.212.89.68,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
claas.uz,80.252.109.89,False
clarks.uz,217.19.248.132,False
classified.uz,91.212.89.70,True
class.uz,83.69.129.17,True
classic.uz,74.220.207.190,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaner.uz,31.170.165.103,False
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
cleaning.uz,91.212.89.68,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
click.uz,217.29.117.233,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
climbing.uz,82.215.71.202,True
cloud.uz,91.212.89.68,True
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
club.uz,195.216.243.44,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
clubber.uz,217.112.35.89,False
cm.uz,91.212.89.10,True
cmi.uz,178.63.4.166,False
cms.uz,195.158.12.76,True
cn.uz,64.150.184.252,False
co.uz,217.160.92.99,False
clubber.uz,217.112.35.89,False
cod.uz,91.212.89.157,True
coco.uz,46.8.35.129,True
coding.uz,91.212.89.7,True
coding.uz,91.212.89.7,True
coding.uz,91.212.89.7,True
codex.uz,178.159.250.7,False
coding.uz,91.212.89.7,True
codex.uz,178.159.250.7,False
codex.uz,178.159.250.7,False
codex.uz,178.159.250.7,False
coding.uz,91.212.89.7,True
coding.uz,91.212.89.7,True
code.uz,77.222.61.141,False
coding.uz,91.212.89.7,True
coding.uz,91.212.89.7,True
color.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
color.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
color.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
color.uz,80.80.208.8,True
colors.uz,80.80.208.8,True
comfy.uz,83.69.139.156,True
comfy.uz,83.69.139.156,True
combo.uz,91.212.89.7,True
combo.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
combo.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
combo.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
comfy.uz,83.69.139.156,True
comfy.uz,83.69.139.156,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
composer.uz,91.212.89.7,True
