g-p.uz,5.101.153.64,False
gadgets.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gadget.uz,91.212.89.68,True
gadgets.uz,91.212.89.68,True
gaf.uz,66.147.244.102,False
gaga.uz,46.8.35.130,True
gaga.uz,46.8.35.130,True
gal.uz,209.126.255.163,False
gals.uz,91.231.56.14,True
galactic.uz,162.243.56.113,False
galenika.uz,74.220.207.148,False
gals.uz,91.231.56.14,True
gamer.uz,80.80.208.11,True
gamer.uz,80.80.208.11,True
gamecube.uz,205.166.76.53,False
game.uz,81.95.225.165,True
gameguru.uz,91.212.89.100,True
gamer.uz,80.80.208.11,True
gameland.uz,178.20.157.16,False
gamer.uz,80.80.208.11,True
gameboyadvance.uz,205.166.76.101,False
gameboy.uz,205.166.76.53,False
gameon.uz,62.209.154.66,True
gamilon.uz,198.50.211.3,False
gameworld.uz,83.69.139.168,True
ganch.uz,62.209.128.102,True
gano.uz,62.209.133.18,True
gaps.uz,37.187.79.16,False
gap.uz,91.212.89.70,True
gaps.uz,37.187.79.16,False
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garb.uz,178.21.20.209,False
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
gars.uz,77.222.61.177,False
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garant.uz,81.95.237.17,True
garb.uz,178.21.20.209,False
garderob.uz,89.175.252.70,False
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garments.uz,91.188.128.21,True
garnet.uz,5.9.6.41,False
garov.uz,195.158.19.250,True
gars.uz,77.222.61.177,False
garzan.uz,81.95.237.17,True
gasna.uz,81.95.237.17,True
gastro.uz,91.212.180.198,True
gateway.uz,81.177.141.33,False
gateway.uz,81.177.141.33,False
gatewayglobal.uz,62.210.90.114,False
gatewayglobal.uz,62.210.90.114,False
gaz.uz,217.29.118.22,True
gazna.uz,195.158.8.85,True
gazon.uz,94.250.248.155,False
gb.uz,91.212.89.100,True
gazeta.uz,81.95.225.147,True
gbs.uz,92.53.112.202,False
gbt.uz,62.209.128.37,True
gcp.uz,83.69.129.17,True
gd.uz,95.131.29.8,False
gdb.uz,91.212.89.7,True
ge.uz,78.110.50.145,False
geek.uz,31.170.164.49,False
gen.uz,217.29.116.177,True
geek.uz,31.170.164.49,False
geom.uz,46.8.35.129,True
geom.uz,46.8.35.129,True
gec.uz,185.56.137.5,False
geen.uz,62.209.133.18,True
geek.uz,31.170.164.49,False
geek.uz,31.170.164.49,False
gen.uz,217.29.116.177,True
generation.uz,217.29.116.177,True
genesis.uz,178.159.250.10,False
genetika.uz,83.221.178.223,True
geniy.uz,91.212.180.198,True
genomics.uz,91.196.76.182,True
geo.uz,62.152.86.138,False
geom.uz,46.8.35.129,True
geofizika.uz,46.8.35.129,True
geom.uz,46.8.35.129,True
geology.uz,78.110.50.145,False
geopolitika.uz,91.212.89.7,True
geostar.uz,195.158.12.76,True
geotechnics.uz,46.8.35.129,True
germinis.uz,83.69.139.168,True
getfit.uz,83.69.139.168,True
getsmart.uz,178.159.250.7,False
gff.uz,178.159.250.7,False
gfi.uz,192.102.6.103,False
gforce.uz,94.158.48.2,True
gge.uz,185.22.65.22,False
gge.uz,185.22.65.22,False
gh.uz,62.209.128.113,True
ghetto.uz,109.120.162.5,False
gi.uz,83.221.178.224,True
gig.uz,69.73.145.194,False
giacomini.uz,5.9.18.110,False
giant.uz,81.177.140.123,False
gig.uz,69.73.145.194,False
giga-byte.uz,217.16.27.102,False
giga.uz,204.93.160.180,False
gigabyte.uz,87.242.74.72,False
gilam.uz,81.177.140.25,False
gimnastika.uz,62.209.128.113,True
gio.uz,185.8.212.11,True
giovane.uz,204.93.163.124,False
gipfel.uz,91.106.207.103,False
giper.uz,94.158.54.150,True
gis.uz,91.212.89.99,True
gislab.uz,195.158.0.162,True
gk.uz,178.159.250.10,False
gki.uz,91.212.89.99,True
gl.uz,83.69.139.151,True
glamour.uz,46.8.35.129,True
glass.uz,192.185.153.30,False
glasshouse.uz,62.152.86.134,False
glaz.uz,91.212.89.100,True
glm.uz,62.209.128.102,True
global.uz,37.187.79.16,False
globalnet.uz,91.211.4.3,False
globe.uz,91.212.89.100,True
globus.uz,91.212.180.198,True
globaltravel.uz,81.95.237.17,True
glomed.uz,91.203.172.2,True
glory.uz,82.146.54.66,False
glucose.uz,91.219.194.26,False
gmc.uz,94.158.48.2,True
gmail.uz,46.8.35.129,True
gms.uz,217.12.82.36,True
gmg.uz,185.8.212.113,True
gmx.uz,91.212.89.100,True
gng.uz,46.8.35.129,True
gns.uz,62.209.133.18,True
gnp.uz,46.8.35.129,True
go.uz,68.71.220.107,False
goods.uz,62.209.133.18,True
goods.uz,62.209.133.18,True
goods.uz,62.209.133.18,True
goods.uz,62.209.133.18,True
goal.uz,195.158.0.162,True
gov.uz,91.212.89.21,True
godaddy.uz,184.168.221.2,False
goldengate.uz,5.101.101.66,False
goldenphoto.uz,89.175.252.70,False
goldenriver.uz,91.212.89.100,True
goldenwing.uz,46.8.35.129,True
goldman-sachs.uz,203.27.227.220,False
goods.uz,62.209.133.18,True
goods.uz,62.209.133.18,True
good-luck.uz,178.159.250.10,False
goods.uz,62.209.133.18,True
goodlife.uz,185.28.20.202,False
goodfood.uz,185.22.64.182,False
goodok.uz,62.209.128.60,True
goodluck.uz,81.95.237.17,True
goodone.uz,82.146.45.166,False
goods.uz,62.209.133.18,True
goodwood.uz,23.229.237.102,False
google.uz,74.125.203.106,False
gooper.uz,193.109.246.72,False
gor.uz,91.212.89.100,True
gora.uz,62.209.128.102,True
gorizont.uz,75.125.16.10,False
goto.uz,192.185.15.101,False
gotov.uz,213.189.197.83,False
gotovim.uz,217.172.184.29,False
gotovo.uz,213.189.197.83,False
government.uz,91.212.89.21,True
gov.uz,91.212.89.21,True
gp.uz,85.25.199.84,False
gpc.uz,46.8.35.129,True
gq.uz,165.160.15.20,False
gr.uz,87.237.234.147,True
gps.uz,89.111.178.161,False
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
graf.uz,83.69.139.168,True
granat.uz,62.152.86.130,False
grand.uz,94.158.48.2,True
grandatlas.uz,62.209.128.102,True
granit.uz,62.209.128.102,True
graphik.uz,109.71.43.241,False
graphtec.uz,83.69.139.136,True
grass.uz,46.8.35.129,True
grata.uz,5.9.18.110,False
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
greco.uz,91.196.76.2,True
gree.uz,46.8.35.129,True
green.uz,91.218.229.20,False
greenenergy.uz,208.113.149.38,False
greenhouse.uz,81.95.237.17,True
greenmusic.uz,193.109.247.235,False
greenline.uz,46.8.35.130,True
greenwhite.uz,91.212.89.176,True
grey.uz,178.159.250.10,False
gril.uz,62.209.128.102,True
grill.uz,62.209.128.102,True
grip.uz,195.158.27.26,True
grocery.uz,67.205.8.210,False
grohe.uz,94.250.248.155,False
gross.uz,62.209.128.102,True
gross.uz,62.209.128.102,True
group.uz,91.212.89.68,True
grs.uz,213.230.68.41,True
grundfos.uz,193.3.2.12,False
gruz.uz,94.158.48.2,True
gs.uz,213.206.34.22,True
gsp.uz,148.251.44.41,False
gss.uz,91.212.89.7,True
gst.uz,69.73.181.240,False
gskb.uz,5.9.18.110,False
gtech.uz,62.209.133.18,True
gtb.uz,91.188.128.21,True
gtv.uz,62.209.128.102,True
gtm.uz,46.8.35.129,True
gtt.uz,46.8.35.129,True
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guas.uz,91.212.89.100,True
gubkin.uz,91.212.89.100,True
gudok.uz,62.209.128.60,True
guhring.uz,212.97.109.181,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guinness.uz,178.63.4.166,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
guitars.uz,72.52.4.120,False
gulhan.uz,83.69.139.168,True
guli.uz,62.209.154.66,True
guliston.uz,87.118.112.206,False
gulnara.uz,62.209.154.66,True
guncha.uz,91.212.89.100,True
guruh.uz,185.21.132.44,False
guruh.uz,185.21.132.44,False
guz.uz,91.212.89.100,True
gzt.uz,78.110.50.145,False
